id,split,sample_id,qa_index,speaker_a,speaker_b,question,text,locomo_category,question_type,target_speaker
conv-50_qa_94,train,conv-50,94,Calvin,Dave,What is Dave's advice to Calvin regarding his dreams?,"Speaker A: Calvin
Speaker B: Dave
Question: What is Dave's advice to Calvin regarding his dreams?",4,fallback_ambiguous,both
conv-50_qa_95,train,conv-50,95,Calvin,Dave,"What workshop did Dave get picked for on 11 August, 2023?","Speaker A: Calvin
Speaker B: Dave
Question: What workshop did Dave get picked for on 11 August, 2023?",4,fallback_ambiguous,speaker_b
conv-50_qa_96,train,conv-50,96,Calvin,Dave,What kind of modifications has Dave been working on in the car mod workshop?,"Speaker A: Calvin
Speaker B: Dave
Question: What kind of modifications has Dave been working on in the car mod workshop?",4,fallback_ambiguous,speaker_b
conv-50_qa_97,train,conv-50,97,Calvin,Dave,What type of car did Dave work on during the workshop?,"Speaker A: Calvin
Speaker B: Dave
Question: What type of car did Dave work on during the workshop?",4,fallback_ambiguous,speaker_b
conv-50_qa_98,train,conv-50,98,Calvin,Dave,What does Dave say is important for making his custom cars unique?,"Speaker A: Calvin
Speaker B: Dave
Question: What does Dave say is important for making his custom cars unique?",4,fallback_ambiguous,speaker_b
conv-50_qa_99,train,conv-50,99,Calvin,Dave,How did the audience in Tokyo react when Calvin sang one of his songs?,"Speaker A: Calvin
Speaker B: Dave
Question: How did the audience in Tokyo react when Calvin sang one of his songs?",4,fallback_ambiguous,speaker_a
conv-50_qa_100,train,conv-50,100,Calvin,Dave,How did Calvin meet Frank Ocean?,"Speaker A: Calvin
Speaker B: Dave
Question: How did Calvin meet Frank Ocean?",4,fallback_ambiguous,speaker_a
conv-50_qa_101,train,conv-50,101,Calvin,Dave,Where did Calvin and Frank Ocean record a song together?,"Speaker A: Calvin
Speaker B: Dave
Question: Where did Calvin and Frank Ocean record a song together?",4,fallback_ambiguous,speaker_a
conv-50_qa_102,train,conv-50,102,Calvin,Dave,What did Calvin and his friends record in August 2023?,"Speaker A: Calvin
Speaker B: Dave
Question: What did Calvin and his friends record in August 2023?",4,fallback_ambiguous,speaker_a
conv-50_qa_103,train,conv-50,103,Calvin,Dave,Where did Calvin start shooting a video for his new album?,"Speaker A: Calvin
Speaker B: Dave
Question: Where did Calvin start shooting a video for his new album?",4,fallback_ambiguous,speaker_a
conv-50_qa_104,train,conv-50,104,Calvin,Dave,What design is featured on Calvin's guitar?,"Speaker A: Calvin
Speaker B: Dave
Question: What design is featured on Calvin's guitar?",4,fallback_ambiguous,speaker_a
conv-50_qa_105,train,conv-50,105,Calvin,Dave,Why did Calvin get his guitar customized with a shiny finish?,"Speaker A: Calvin
Speaker B: Dave
Question: Why did Calvin get his guitar customized with a shiny finish?",4,fallback_ambiguous,speaker_a
conv-50_qa_106,train,conv-50,106,Calvin,Dave,What color glow did Calvin customize his guitar with?,"Speaker A: Calvin
Speaker B: Dave
Question: What color glow did Calvin customize his guitar with?",4,fallback_ambiguous,speaker_a
conv-50_qa_107,train,conv-50,107,Calvin,Dave,Where did Dave come back from with insights on car modification on 1st September 2023?,"Speaker A: Calvin
Speaker B: Dave
Question: Where did Dave come back from with insights on car modification on 1st September 2023?",4,fallback_ambiguous,speaker_b
conv-50_qa_108,train,conv-50,108,Calvin,Dave,What emotion does Dave mention feeling when he sees the relief of someone whose car he fixed?,"Speaker A: Calvin
Speaker B: Dave
Question: What emotion does Dave mention feeling when he sees the relief of someone whose car he fixed?",4,fallback_ambiguous,speaker_b
conv-50_qa_109,train,conv-50,109,Calvin,Dave,What did Calvin book a flight ticket for on 1st September 2023?,"Speaker A: Calvin
Speaker B: Dave
Question: What did Calvin book a flight ticket for on 1st September 2023?",4,fallback_ambiguous,speaker_a
conv-50_qa_110,train,conv-50,110,Calvin,Dave,What is Calvin excited about after the tour?,"Speaker A: Calvin
Speaker B: Dave
Question: What is Calvin excited about after the tour?",4,fallback_ambiguous,speaker_a
conv-50_qa_111,train,conv-50,111,Calvin,Dave,What plans do Calvin and Dave have for when Calvin visits Boston?,"Speaker A: Calvin
Speaker B: Dave
Question: What plans do Calvin and Dave have for when Calvin visits Boston?",4,fallback_ambiguous,both
conv-50_qa_112,train,conv-50,112,Calvin,Dave,Which Disney movie did Dave mention as one of his favorites?,"Speaker A: Calvin
Speaker B: Dave
Question: Which Disney movie did Dave mention as one of his favorites?",4,fallback_ambiguous,speaker_b
conv-50_qa_113,train,conv-50,113,Calvin,Dave,How does Dave feel about the reactions of people when they see the finished restoration project?,"Speaker A: Calvin
Speaker B: Dave
Question: How does Dave feel about the reactions of people when they see the finished restoration project?",4,fallback_ambiguous,speaker_b
conv-50_qa_114,train,conv-50,114,Calvin,Dave,What activity did Calvin enjoy during his summer drives?,"Speaker A: Calvin
Speaker B: Dave
Question: What activity did Calvin enjoy during his summer drives?",4,fallback_ambiguous,speaker_a
conv-50_qa_115,train,conv-50,115,Calvin,Dave,Which song from the childhood of Calvin brings back memories of a road trip with his dad?,"Speaker A: Calvin
Speaker B: Dave
Question: Which song from the childhood of Calvin brings back memories of a road trip with his dad?",4,fallback_ambiguous,speaker_a
conv-50_qa_116,train,conv-50,116,Calvin,Dave,What project did Calvin work on to chill out?,"Speaker A: Calvin
Speaker B: Dave
Question: What project did Calvin work on to chill out?",4,fallback_ambiguous,speaker_a
conv-50_qa_117,train,conv-50,117,Calvin,Dave,What car did Dave work on in the junkyard?,"Speaker A: Calvin
Speaker B: Dave
Question: What car did Dave work on in the junkyard?",4,fallback_ambiguous,speaker_b
conv-50_qa_118,train,conv-50,118,Calvin,Dave,What does Dave find satisfying about restoring old cars?,"Speaker A: Calvin
Speaker B: Dave
Question: What does Dave find satisfying about restoring old cars?",4,fallback_ambiguous,speaker_b
conv-50_qa_119,train,conv-50,119,Calvin,Dave,What do Calvin and Dave use to reach their goals?,"Speaker A: Calvin
Speaker B: Dave
Question: What do Calvin and Dave use to reach their goals?",4,fallback_ambiguous,both
conv-50_qa_120,train,conv-50,120,Calvin,Dave,What does working on cars represent for Dave?,"Speaker A: Calvin
Speaker B: Dave
Question: What does working on cars represent for Dave?",4,fallback_ambiguous,speaker_b
conv-50_qa_121,train,conv-50,121,Calvin,Dave,What does Dave aim to do with his passion for cars?,"Speaker A: Calvin
Speaker B: Dave
Question: What does Dave aim to do with his passion for cars?",4,fallback_ambiguous,speaker_b
conv-50_qa_122,train,conv-50,122,Calvin,Dave,"What did Calvin recently get that is a ""masterpiece on wheels""?","Speaker A: Calvin
Speaker B: Dave
Question: What did Calvin recently get that is a ""masterpiece on wheels""?",4,fallback_ambiguous,speaker_a
conv-50_qa_123,train,conv-50,123,Calvin,Dave,Who headlined the music festival that Dave attended in October?,"Speaker A: Calvin
Speaker B: Dave
Question: Who headlined the music festival that Dave attended in October?",4,fallback_ambiguous,speaker_b
conv-50_qa_124,train,conv-50,124,Calvin,Dave,How does Calvin stay motivated when faced with setbacks?,"Speaker A: Calvin
Speaker B: Dave
Question: How does Calvin stay motivated when faced with setbacks?",4,fallback_ambiguous,speaker_a
conv-50_qa_125,train,conv-50,125,Calvin,Dave,"What activity does Dave find fulfilling, similar to Calvin's passion for music festivals?","Speaker A: Calvin
Speaker B: Dave
Question: What activity does Dave find fulfilling, similar to Calvin's passion for music festivals?",4,fallback_ambiguous,both
conv-50_qa_126,train,conv-50,126,Calvin,Dave,Where did Calvin and Dave meet Frank Ocean to start collaborating?,"Speaker A: Calvin
Speaker B: Dave
Question: Where did Calvin and Dave meet Frank Ocean to start collaborating?",4,fallback_ambiguous,both
conv-50_qa_127,train,conv-50,127,Calvin,Dave,Which part of Tokyo is described as Tokyo's Times Square by Calvin?,"Speaker A: Calvin
Speaker B: Dave
Question: Which part of Tokyo is described as Tokyo's Times Square by Calvin?",4,fallback_ambiguous,speaker_a
conv-50_qa_128,train,conv-50,128,Calvin,Dave,What specific location in Tokyo does Calvin mention being excited to explore?,"Speaker A: Calvin
Speaker B: Dave
Question: What specific location in Tokyo does Calvin mention being excited to explore?",4,fallback_ambiguous,speaker_a
conv-50_qa_129,train,conv-50,129,Calvin,Dave,What dish does Dave recommend Calvin to try in Tokyo?,"Speaker A: Calvin
Speaker B: Dave
Question: What dish does Dave recommend Calvin to try in Tokyo?",4,fallback_ambiguous,both
conv-50_qa_130,train,conv-50,130,Calvin,Dave,What does Calvin find energizing during the tour?,"Speaker A: Calvin
Speaker B: Dave
Question: What does Calvin find energizing during the tour?",4,fallback_ambiguous,speaker_a
conv-50_qa_131,train,conv-50,131,Calvin,Dave,How does Calvin balance his job and personal life?,"Speaker A: Calvin
Speaker B: Dave
Question: How does Calvin balance his job and personal life?",4,fallback_ambiguous,speaker_a
conv-50_qa_132,train,conv-50,132,Calvin,Dave,What inspired Calvin's recent music?,"Speaker A: Calvin
Speaker B: Dave
Question: What inspired Calvin's recent music?",4,fallback_ambiguous,speaker_a
conv-50_qa_133,train,conv-50,133,Calvin,Dave,How does Calvin describe his music in relation to capturing feelings?,"Speaker A: Calvin
Speaker B: Dave
Question: How does Calvin describe his music in relation to capturing feelings?",4,fallback_ambiguous,speaker_a
conv-50_qa_134,train,conv-50,134,Calvin,Dave,Why did Dave start working on cars?,"Speaker A: Calvin
Speaker B: Dave
Question: Why did Dave start working on cars?",4,fallback_ambiguous,speaker_b
conv-50_qa_135,train,conv-50,135,Calvin,Dave,What is the toughest part of car restoration according to Dave?,"Speaker A: Calvin
Speaker B: Dave
Question: What is the toughest part of car restoration according to Dave?",4,fallback_ambiguous,speaker_b
conv-50_qa_136,train,conv-50,136,Calvin,Dave,What does Calvin believe makes an artist create something extraordinary?,"Speaker A: Calvin
Speaker B: Dave
Question: What does Calvin believe makes an artist create something extraordinary?",4,fallback_ambiguous,speaker_a
conv-50_qa_137,train,conv-50,137,Calvin,Dave,When did Dave sell the car he restored last year?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Dave sell the car he restored last year?",4,fallback_ambiguous,speaker_b
conv-50_qa_138,train,conv-50,138,Calvin,Dave,When did Calvin first get interested in cars?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Calvin first get interested in cars?",4,fallback_ambiguous,speaker_a
conv-50_qa_139,train,conv-50,139,Calvin,Dave,How did Calvin feel about performing with someone he admires?,"Speaker A: Calvin
Speaker B: Dave
Question: How did Calvin feel about performing with someone he admires?",4,fallback_ambiguous,speaker_a
conv-50_qa_140,train,conv-50,140,Calvin,Dave,What realization did the nightclub experience bring to Calvin?,"Speaker A: Calvin
Speaker B: Dave
Question: What realization did the nightclub experience bring to Calvin?",4,fallback_ambiguous,speaker_a
conv-50_qa_141,train,conv-50,141,Calvin,Dave,What do Dave and Calvin agree on regarding their pursuits?,"Speaker A: Calvin
Speaker B: Dave
Question: What do Dave and Calvin agree on regarding their pursuits?",4,fallback_ambiguous,both
conv-50_qa_142,train,conv-50,142,Calvin,Dave,Which city is featured in the photograph Dave showed Calvin?,"Speaker A: Calvin
Speaker B: Dave
Question: Which city is featured in the photograph Dave showed Calvin?",4,fallback_ambiguous,both
conv-50_qa_143,train,conv-50,143,Calvin,Dave,What did Calvin do recently at his Japanese house?,"Speaker A: Calvin
Speaker B: Dave
Question: What did Calvin do recently at his Japanese house?",4,fallback_ambiguous,speaker_a
conv-50_qa_144,train,conv-50,144,Calvin,Dave,What did Dave recently start a blog about?,"Speaker A: Calvin
Speaker B: Dave
Question: What did Dave recently start a blog about?",4,fallback_ambiguous,speaker_b
conv-50_qa_145,train,conv-50,145,Calvin,Dave,What is Dave's way to share his passion with others?,"Speaker A: Calvin
Speaker B: Dave
Question: What is Dave's way to share his passion with others?",4,fallback_ambiguous,speaker_b
conv-50_qa_146,train,conv-50,146,Calvin,Dave,What type of videos does Calvin usually watch on his television?,"Speaker A: Calvin
Speaker B: Dave
Question: What type of videos does Calvin usually watch on his television?",4,fallback_ambiguous,speaker_a
conv-50_qa_147,train,conv-50,147,Calvin,Dave,What type of music has Dave been getting into lately?,"Speaker A: Calvin
Speaker B: Dave
Question: What type of music has Dave been getting into lately?",4,fallback_ambiguous,speaker_b
conv-50_qa_148,train,conv-50,148,Calvin,Dave,What tools does Calvin use to boost his motivation for music?,"Speaker A: Calvin
Speaker B: Dave
Question: What tools does Calvin use to boost his motivation for music?",4,fallback_ambiguous,speaker_a
conv-50_qa_149,train,conv-50,149,Calvin,Dave,What type of content does Dave post on his blog that inspired others to start their own DIY projects?,"Speaker A: Calvin
Speaker B: Dave
Question: What type of content does Dave post on his blog that inspired others to start their own DIY projects?",4,fallback_ambiguous,speaker_b
conv-50_qa_150,train,conv-50,150,Calvin,Dave,What kind of impact does Dave's blog on car mods have on people?,"Speaker A: Calvin
Speaker B: Dave
Question: What kind of impact does Dave's blog on car mods have on people?",4,fallback_ambiguous,speaker_b
conv-50_qa_151,train,conv-50,151,Calvin,Dave,"Who did Calvin invite to see him perform in Boston on 13 November, 2023?","Speaker A: Calvin
Speaker B: Dave
Question: Who did Calvin invite to see him perform in Boston on 13 November, 2023?",4,fallback_ambiguous,speaker_a
conv-50_qa_152,train,conv-50,152,Calvin,Dave,What hobby did Calvin take up recently?,"Speaker A: Calvin
Speaker B: Dave
Question: What hobby did Calvin take up recently?",4,fallback_ambiguous,speaker_a
conv-50_qa_153,train,conv-50,153,Calvin,Dave,What new item did Dave buy recently?,"Speaker A: Calvin
Speaker B: Dave
Question: What new item did Dave buy recently?",4,fallback_ambiguous,speaker_b
conv-50_qa_154,train,conv-50,154,Calvin,Dave,What type of photos does Dave like to capture with his new camera?,"Speaker A: Calvin
Speaker B: Dave
Question: What type of photos does Dave like to capture with his new camera?",4,fallback_ambiguous,speaker_b
conv-50_qa_155,train,conv-50,155,Calvin,Dave,What event did Calvin attend in Boston?,"Speaker A: Calvin
Speaker B: Dave
Question: What event did Calvin attend in Boston?",4,fallback_ambiguous,speaker_a
conv-50_qa_156,train,conv-50,156,Calvin,Dave,What did Calvin discuss with the cool artist he met at the gala?,"Speaker A: Calvin
Speaker B: Dave
Question: What did Calvin discuss with the cool artist he met at the gala?",4,fallback_ambiguous,speaker_a
conv-50_qa_157,train,conv-50,157,Calvin,Dave,Where did Dave take a stunning photo of a waterfall?,"Speaker A: Calvin
Speaker B: Dave
Question: Where did Dave take a stunning photo of a waterfall?",4,fallback_ambiguous,speaker_b
conv-50_qa_158,train,conv-50,158,Calvin,Dave,What positive impact does Calvin mention nature has on tough times?,"Speaker A: Calvin
Speaker B: Dave
Question: What positive impact does Calvin mention nature has on tough times?",4,fallback_ambiguous,speaker_a
